Vetores_Terra;;;;;
 X; Y; Z;VX; VY;VZ
9,20E-01;3,85E-01;5,06E-06;-6,92E-03;1,58E-02;7,01E-07
9,13E-01;4,00E-01;5,71E-06;-7,19E-03;1,57E-02;5,93E-07
;;;;;
Vetores_Venus;;;;;
 X; Y; Z;VX; VY;VZ
6,17E-01;-3,85E-01;-4,08E-02;1,06E-02;1,71E-02;-3,78E-04
6,27E-01;-3,68E-01;-4,12E-02;1,01E-02;1,74E-02;-3,47E-04
;;;;;
Vetores_Jupiter;;;;;
 X; Y; Z;VX; VY;VZ
4,02E+00;-3,04E+00;-7,76E-02;4,45E-03;6,38E-03;-1,26E-04
4,03E+00;-3,03E+00;-7,77E-02;4,44E-03;6,39E-03;-1,26E-04
