            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2451963.500000000, A.D. 2001-Feb-23 00:00:00.0000,  1.412210586839816E+00,  4.861029284146013E+00, -5.179820196586251E-02, -7.348753873988095E-03,  2.464598280426698E-03,  1.542850057056290E-04,
2451964.500000000, A.D. 2001-Feb-24 00:00:00.0000,  1.404860292792497E+00,  4.863487953462904E+00, -5.164386995488344E-02, -7.351390376539660E-03,  2.453219075868129E-03,  1.544030623197141E-04,
2451965.500000000, A.D. 2001-Feb-25 00:00:00.0000,  1.397506936246015E+00,  4.865936180508347E+00, -5.148939249717933E-02, -7.355504662647668E-03,  2.442586860132513E-03,  1.545258694317861E-04,
2451966.500000000, A.D. 2001-Feb-26 00:00:00.0000,  1.390150237133582E+00,  4.868373118361782E+00, -5.133480575152137E-02, -7.358069380891255E-03,  2.431986585864773E-03,  1.546691289122861E-04,
2451967.500000000, A.D. 2001-Feb-27 00:00:00.0000,  1.382789654113980E+00,  4.870799646001922E+00, -5.118008873371659E-02, -7.362741727946298E-03,  2.420317219730690E-03,  1.547442013260568E-04,
2451968.500000000, A.D. 2001-Feb-28 00:00:00.0000,  1.375425709404482E+00,  4.873214210942085E+00, -5.102528674698163E-02, -7.365561371526478E-03,  2.409193224363435E-03,  1.548666987139184E-04,
2451969.500000000, A.D. 2001-Mar-01 00:00:00.0000,  1.368058378813791E+00,  4.875617210522269E+00, -5.087038797429977E-02, -7.368352438056680E-03,  2.396788736890278E-03,  1.549404385098472E-04,
2451970.500000000, A.D. 2001-Mar-02 00:00:00.0000,  1.360688950092379E+00,  4.878009060375827E+00, -5.071536269440126E-02, -7.371296084944730E-03,  2.386822203933382E-03,  1.550956750613474E-04,
2451971.500000000, A.D. 2001-Mar-03 00:00:00.0000,  1.353316053292468E+00,  4.880389844535115E+00, -5.056022661130932E-02, -7.373926033787685E-03,  2.375085946497085E-03,  1.551976021489082E-04,
2451972.500000000, A.D. 2001-Mar-04 00:00:00.0000,  1.345940410684067E+00,  4.882759914105468E+00, -5.040495338765349E-02, -7.377699956716792E-03,  2.364483337585185E-03,  1.553233367870688E-04,
2451973.500000000, A.D. 2001-Mar-05 00:00:00.0000,  1.338561584559478E+00,  4.885118553946933E+00, -5.024957660001610E-02, -7.379925039006877E-03,  2.353515659945354E-03,  1.554553810670808E-04,
2451974.500000000, A.D. 2001-Mar-06 00:00:00.0000,  1.331179352381566E+00,  4.887466769828847E+00, -5.009406664920509E-02, -7.384379776837002E-03,  2.342106734108063E-03,  1.555388436738192E-04,
2451975.500000000, A.D. 2001-Mar-07 00:00:00.0000,  1.323793900174469E+00,  4.889802993810870E+00, -4.993847461154688E-02, -7.386813634613137E-03,  2.330847801336564E-03,  1.556585131049812E-04,
2451976.500000000, A.D. 2001-Mar-08 00:00:00.0000,  1.316405343813080E+00,  4.892127772064643E+00, -4.978278105787394E-02, -7.389600768188998E-03,  2.318514066523102E-03,  1.557311579524457E-04,
2451977.500000000, A.D. 2001-Mar-09 00:00:00.0000,  1.309014946707118E+00,  4.894441283491826E+00, -4.962696531626973E-02, -7.391997253098278E-03,  2.308638345429776E-03,  1.558932050771871E-04,
2451978.500000000, A.D. 2001-Mar-10 00:00:00.0000,  1.301621310497896E+00,  4.896744002749866E+00, -4.947103051054798E-02, -7.394642448565122E-03,  2.296975430544478E-03,  1.559927077302230E-04,
2451979.500000000, A.D. 2001-Mar-11 00:00:00.0000,  1.294225162335307E+00,  4.899036080561518E+00, -4.931495696938509E-02, -7.398150179621987E-03,  2.286724012492437E-03,  1.561307005475966E-04,
2451980.500000000, A.D. 2001-Mar-12 00:00:00.0000,  1.286825807387372E+00,  4.901316942895714E+00, -4.915877645879969E-02, -7.400353088781330E-03,  2.275673282417923E-03,  1.562564274399490E-04,
2451981.500000000, A.D. 2001-Mar-13 00:00:00.0000,  1.279423236975118E+00,  4.903587552869356E+00, -4.900245782287743E-02, -7.404846950447792E-03,  2.264711636595354E-03,  1.563510387161196E-04,
2451982.500000000, A.D. 2001-Mar-14 00:00:00.0000,  1.272017223668303E+00,  4.905846288455624E+00, -4.884606005952008E-02, -7.407317921980291E-03,  2.253328630611165E-03,  1.564623429678628E-04,
2451983.500000000, A.D. 2001-Mar-15 00:00:00.0000,  1.264608037176524E+00,  4.908093654536069E+00, -4.868956221165382E-02, -7.410446262171109E-03,  2.241028807006398E-03,  1.565282738289807E-04,
2451984.500000000, A.D. 2001-Mar-16 00:00:00.0000,  1.257196883885350E+00,  4.910329475184490E+00, -4.853295688186240E-02, -7.412606567442682E-03,  2.230936073098205E-03,  1.566827945364513E-04,
2451985.500000000, A.D. 2001-Mar-17 00:00:00.0000,  1.249782510189423E+00,  4.912554492067748E+00, -4.837623627292159E-02, -7.415474662612228E-03,  2.219082448249762E-03,  1.567685714411060E-04,
2451986.500000000, A.D. 2001-Mar-18 00:00:00.0000,  1.242365703416601E+00,  4.914768570819008E+00, -4.821938963897636E-02, -7.418730736191111E-03,  2.208763789631368E-03,  1.569048266132456E-04,
2451987.500000000, A.D. 2001-Mar-19 00:00:00.0000,  1.234945697107254E+00,  4.916971302944267E+00, -4.806244343844972E-02, -7.420892378822956E-03,  2.197282851790155E-03,  1.570131345464058E-04,
2451988.500000000, A.D. 2001-Mar-20 00:00:00.0000,  1.227522813228219E+00,  4.919163567085771E+00, -4.790536491580211E-02, -7.425131924230199E-03,  2.186453193503753E-03,  1.571126196270667E-04,
2451989.500000000, A.D. 2001-Mar-21 00:00:00.0000,  1.220096535228044E+00,  4.921343853940518E+00, -4.774821372975049E-02, -7.427382195509116E-03,  2.174725575339295E-03,  1.572116074736833E-04,
2451990.500000000, A.D. 2001-Mar-22 00:00:00.0000,  1.212667376102717E+00,  4.923512686079044E+00, -4.759096442352304E-02, -7.430451541958744E-03,  2.162438717649476E-03,  1.572756561731411E-04,
2451991.500000000, A.D. 2001-Mar-23 00:00:00.0000,  1.205236451340429E+00,  4.925669703324361E+00, -4.743361766409807E-02, -7.432038027469640E-03,  2.152116429373878E-03,  1.574265650725531E-04,
